id,name,given_name,family_name,birth_date,death_date,gender,identifiers,sources
psp:person:1122,Ferdinand Dvorín,Ferdinand,Dvorín,1901-03-10,,male,"[{""scheme"": ""psp"", ""identifier"": ""1122""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1122""}]"
psp:person:1123,František Dvorský,František,Dvorský,1922-04-25,,male,"[{""scheme"": ""psp"", ""identifier"": ""1123""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1123""}]"
psp:person:1124,Jozef Dvorský,Jozef,Dvorský,1950-05-08,,male,"[{""scheme"": ""psp"", ""identifier"": ""1124""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1124""}]"
psp:person:1125,Hana Dýčková,Hana,Dýčková,1955-11-09,,female,"[{""scheme"": ""psp"", ""identifier"": ""1125""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1125""}]"
psp:person:1126,Viktor Dyk,Viktor,Dyk,1877-12-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""1126""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1126""}]"
psp:person:1127,Michal Dymáček,Michal,Dymáček,1943-05-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""1127""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1127""}]"
psp:person:1128,Marie Dymáčková,Marie,Dymáčková,1932-08-30,,female,"[{""scheme"": ""psp"", ""identifier"": ""1128""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1128""}]"
psp:person:1129,Andrej Džupina,Andrej,Džupina,1937-07-29,,male,"[{""scheme"": ""psp"", ""identifier"": ""1129""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1129""}]"
psp:person:1130,Martin Dzúr,Martin,Dzúr,1919-07-12,,male,"[{""scheme"": ""psp"", ""identifier"": ""1130""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1130""}]"
psp:person:1131,Ernst Eckert,Ernst,Eckert,1885-07-14,,male,"[{""scheme"": ""psp"", ""identifier"": ""1131""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1131""}]"
psp:person:1132,Božena Ecksteinová,Božena,Ecksteinová,1871-03-07,,female,"[{""scheme"": ""psp"", ""identifier"": ""1132""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1132""}]"
psp:person:1133,Václav Eger,Václav,Eger,1927-02-04,,male,"[{""scheme"": ""psp"", ""identifier"": ""1133""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1133""}]"
psp:person:1134,Ladislav Egri,Ladislav,Egri,1932-01-30,,male,"[{""scheme"": ""psp"", ""identifier"": ""1134""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1134""}]"
psp:person:1135,Vlastimil Ehenberger,Vlastimil,Ehenberger,1935-02-16,,male,"[{""scheme"": ""psp"", ""identifier"": ""1135""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1135""}]"
psp:person:1136,Vlastimil Ehrenberger,Vlastimil,Ehrenberger,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""1136""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1136""}]"
psp:person:1137,Ludwig Eichholz,Ludwig,Eichholz,1903-02-16,,male,"[{""scheme"": ""psp"", ""identifier"": ""1137""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1137""}]"
psp:person:1138,Theodor Eisenhamr,Theodor,Eisenhamr,1884-07-02,,male,"[{""scheme"": ""psp"", ""identifier"": ""1138""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1138""}]"
psp:person:1139,Josef Ejem,Josef,Ejem,1892-01-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""1139""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1139""}]"
psp:person:1140,Gustav Elstner,Gustav,Elstner,1892-10-15,,male,"[{""scheme"": ""psp"", ""identifier"": ""1140""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1140""}]"
psp:person:1141,Karel Engliš,Karel,Engliš,1880-08-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""1141""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1141""}]"
psp:person:1142,Jiří Enoch,Jiří,Enoch,1951-12-22,,male,"[{""scheme"": ""psp"", ""identifier"": ""1142""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1142""}]"
psp:person:1143,Hana Entlerová,Hana,Entlerová,1953-04-28,,female,"[{""scheme"": ""psp"", ""identifier"": ""1143""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1143""}]"
psp:person:1144,Vendelín Erôs,Vendelín,Erôs,1947-11-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""1144""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1144""}]"
psp:person:1145,Evžen Erban,Evžen,Erban,1912-06-18,,male,"[{""scheme"": ""psp"", ""identifier"": ""1145""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1145""}]"
psp:person:1146,Vojtěch Erban,Vojtěch,Erban,1913-08-19,,male,"[{""scheme"": ""psp"", ""identifier"": ""1146""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1146""}]"
psp:person:1147,Vendelín Erös,Vendelín,Erös,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""1147""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1147""}]"
psp:person:1148,Ida Ertingerová,Ida,Ertingerová,1903-11-29,,female,"[{""scheme"": ""psp"", ""identifier"": ""1148""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1148""}]"
psp:person:1149,Daniel Ertl,Daniel,Ertl,1886-01-02,,male,"[{""scheme"": ""psp"", ""identifier"": ""1149""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1149""}]"
psp:person:1150,Josef Ešner,Josef,Ešner,1884-05-21,,male,"[{""scheme"": ""psp"", ""identifier"": ""1150""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1150""}]"
psp:person:1151,János Esterházy,János,Esterházy,1901-03-14,,male,"[{""scheme"": ""psp"", ""identifier"": ""1151""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1151""}]"
psp:person:1152,František Exner,František,Exner,1931-05-16,,male,"[{""scheme"": ""psp"", ""identifier"": ""1152""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1152""}]"
psp:person:1153,Josef Fabián,Josef,Fabián,1944-04-16,,male,"[{""scheme"": ""psp"", ""identifier"": ""1153""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1153""}]"
psp:person:1154,Martin Fabík,Martin,Fabík,1935-07-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""1154""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1154""}]"
psp:person:1155,Štefan Fábry,Štefan,Fábry,1911-08-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""1155""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1155""}]"
psp:person:1156,Vladimír Fáček,Vladimír,Fáček,1870-05-06,,male,"[{""scheme"": ""psp"", ""identifier"": ""1156""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1156""}]"
psp:person:1157,Andrej Faglic,Andrej,Faglic,1920-09-08,,male,"[{""scheme"": ""psp"", ""identifier"": ""1157""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1157""}]"
psp:person:1158,Josef Fail,Josef,Fail,1928-07-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""1158""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1158""}]"
psp:person:1159,Karel Fajfrlík,Karel,Fajfrlík,1860-01-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""1159""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1159""}]"
psp:person:1160,Aloisie Faktorová,Aloisie,Faktorová,1912-06-20,,female,"[{""scheme"": ""psp"", ""identifier"": ""1160""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1160""}]"
psp:person:1161,Miroslav Faldýn,Miroslav,Faldýn,1969-03-18,,male,"[{""scheme"": ""psp"", ""identifier"": ""1161""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1161""}]"
psp:person:1162,Michal Falťan,Michal,Falťan,1916-04-26,,male,"[{""scheme"": ""psp"", ""identifier"": ""1162""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1162""}]"
psp:person:1163,Samuel Faľtan,Samuel,Faľtan,1920-02-22,,male,"[{""scheme"": ""psp"", ""identifier"": ""1163""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1163""}]"
psp:person:1164,Libuše Faltýnková,Libuše,Faltýnková,1941-05-27,,female,"[{""scheme"": ""psp"", ""identifier"": ""1164""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1164""}]"
psp:person:1165,Lubomír Fanta,Lubomír,Fanta,1946-03-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""1165""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1165""}]"
psp:person:1166,Robert Farbula,Robert,Farbula,1884-07-06,,male,"[{""scheme"": ""psp"", ""identifier"": ""1166""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1166""}]"
psp:person:1167,Marián Farkaš,Marián,Farkaš,1954-04-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""1167""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1167""}]"
psp:person:1168,Gizela Farkašovská-Gajdošová,Gizela,Farkašovská-Gajdošová,1929-11-11,,female,"[{""scheme"": ""psp"", ""identifier"": ""1168""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1168""}]"
psp:person:1169,Pavla Farníková,Pavla,Farníková,1933-01-10,,female,"[{""scheme"": ""psp"", ""identifier"": ""1169""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1169""}]"
psp:person:1170,Miroslav Fassati,Miroslav,Fassati,1925-10-09,,male,"[{""scheme"": ""psp"", ""identifier"": ""1170""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1170""}]"
psp:person:1171,Štefan Feczko,Štefan,Feczko,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""1171""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1171""}]"
psp:person:1172,Miklós Fedor,Miklós,Fedor,1874-09-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""1172""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1172""}]"
psp:person:1173,Mikuláš Fedor,Mikuláš,Fedor,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""1173""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1173""}]"
psp:person:1174,Zdenka Fehérová,Zdenka,Fehérová,1927-12-07,,female,"[{""scheme"": ""psp"", ""identifier"": ""1174""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1174""}]"
psp:person:1175,Wenzel Feierfeil,Wenzel,Feierfeil,1868-02-22,,male,"[{""scheme"": ""psp"", ""identifier"": ""1175""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1175""}]"
psp:person:1176,Antonín Feigl,Antonín,Feigl,1932-07-25,,male,"[{""scheme"": ""psp"", ""identifier"": ""1176""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1176""}]"
psp:person:1177,František Fejfuša,František,Fejfuša,1925-07-06,,male,"[{""scheme"": ""psp"", ""identifier"": ""1177""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1177""}]"
psp:person:1178,Jozef Fekete,Jozef,Fekete,1926-08-12,,male,"[{""scheme"": ""psp"", ""identifier"": ""1178""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1178""}]"
psp:person:1179,Mária Feketeová,Mária,Feketeová,1941-01-21,,female,"[{""scheme"": ""psp"", ""identifier"": ""1179""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1179""}]"
psp:person:1180,Monika Felcmanová,Monika,Felcmanová,1942-08-04,,female,"[{""scheme"": ""psp"", ""identifier"": ""1180""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1180""}]"
psp:person:1181,Milan Felix,Milan,Felix,1928-05-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""1181""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1181""}]"
psp:person:1182,Štefan Fencik,Štefan,Fencik,1892-10-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""1182""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1182""}]"
psp:person:1183,Luděk Fendrych,Luděk,Fendrych,1929-11-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""1183""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1183""}]"
psp:person:1184,Štefan Ferencei,Štefan,Ferencei,1925-05-21,,male,"[{""scheme"": ""psp"", ""identifier"": ""1184""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1184""}]"
psp:person:1185,Ján Ferianc,Ján,Ferianc,1927-07-16,,male,"[{""scheme"": ""psp"", ""identifier"": ""1185""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1185""}]"
psp:person:1186,Ján Ferjak,Ján,Ferjak,1902-06-07,,male,"[{""scheme"": ""psp"", ""identifier"": ""1186""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1186""}]"
psp:person:1187,Mikuláš Ferjenčík,Mikuláš,Ferjenčík,1904-12-06,,male,"[{""scheme"": ""psp"", ""identifier"": ""1187""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1187""}]"
psp:person:1188,Edwin Feyerfeil,Edwin,Feyerfeil,1887-03-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""1188""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1188""}]"
psp:person:1189,Antonín Fiala,Antonín,Fiala,1902-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""1189""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1189""}]"
psp:person:1190,Čeněk Fiala,Čeněk,Fiala,1881-10-22,,male,"[{""scheme"": ""psp"", ""identifier"": ""1190""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1190""}]"
psp:person:1191,Luděk Fiala,Luděk,Fiala,1956-01-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""1191""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1191""}]"
psp:person:1192,Václav Fiala,Václav,Fiala,1923-12-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""1192""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1192""}]"
psp:person:1193,Vladimír Fiala,Vladimír,Fiala,1922-01-27,,male,"[{""scheme"": ""psp"", ""identifier"": ""1193""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1193""}]"
psp:person:1194,Marie Fialková,Marie,Fialková,1918-11-24,,female,"[{""scheme"": ""psp"", ""identifier"": ""1194""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1194""}]"
psp:person:1195,Božena Fialová,Božena,Fialová,1933-06-15,,female,"[{""scheme"": ""psp"", ""identifier"": ""1195""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1195""}]"
psp:person:1196,Božena Ficová,Božena,Ficová,1944-09-27,,female,"[{""scheme"": ""psp"", ""identifier"": ""1196""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1196""}]"
psp:person:1197,Jiří Fiedor,Jiří,Fiedor,1965-09-25,,male,"[{""scheme"": ""psp"", ""identifier"": ""1197""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1197""}]"
psp:person:1198,Zdeněk Fierlinger,Zdeněk,Fierlinger,1891-07-11,,male,"[{""scheme"": ""psp"", ""identifier"": ""1198""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1198""}]"
psp:person:1199,Štefan Figura,Štefan,Figura,1921-01-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""1199""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1199""}]"
psp:person:1200,Zdeněk Fikr,Zdeněk,Fikr,1943-12-30,,male,"[{""scheme"": ""psp"", ""identifier"": ""1200""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1200""}]"
psp:person:1202,Marie Filipcová,Marie,Filipcová,1927-08-23,,female,"[{""scheme"": ""psp"", ""identifier"": ""1202""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1202""}]"
psp:person:1203,Jan Filipinský,Jan,Filipinský,1859-08-15,,male,"[{""scheme"": ""psp"", ""identifier"": ""1203""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1203""}]"
psp:person:1204,Rudolf Filkus,Rudolf,Filkus,1927-09-02,,male,"[{""scheme"": ""psp"", ""identifier"": ""1204""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1204""}]"
psp:person:1205,Kornel Filo,Kornel,Filo,1901-03-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""1205""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1205""}]"
psp:person:1206,Lívia Fiľová,Lívia,Fiľová,1923-04-10,,female,"[{""scheme"": ""psp"", ""identifier"": ""1206""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1206""}]"
psp:person:1207,Julius Firt,Julius,Firt,1897-11-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""1207""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1207""}]"
psp:person:1208,Marie Fišarová,Marie,Fišarová,1902-10-25,,female,"[{""scheme"": ""psp"", ""identifier"": ""1208""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1208""}]"
psp:person:1209,Bohumil Fišer,Bohumil,Fišer,1882-03-09,,male,"[{""scheme"": ""psp"", ""identifier"": ""1209""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1209""}]"
psp:person:1210,Ivan Fišera,Ivan,Fišera,1941-04-10,,male,"[{""scheme"": ""psp"", ""identifier"": ""1210""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1210""}]"
psp:person:1211,Věra Fišerová,Věra,Fišerová,1945-06-13,,female,"[{""scheme"": ""psp"", ""identifier"": ""1211""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1211""}]"
psp:person:1212,Benno Fischer,Benno,Fischer,1902-03-20,,male,"[{""scheme"": ""psp"", ""identifier"": ""1212""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1212""}]"
psp:person:1213,Bohumil Fischer,Bohumil,Fischer,1864-04-29,,male,"[{""scheme"": ""psp"", ""identifier"": ""1213""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1213""}]"
psp:person:1214,Josef Fischer,Josef,Fischer,1867-09-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""1214""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1214""}]"
psp:person:1215,Richard Fischer,Richard,Fischer,1872-03-27,,male,"[{""scheme"": ""psp"", ""identifier"": ""1215""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1215""}]"
psp:person:1216,Rudolf Fischer,Rudolf,Fischer,1880-01-29,,male,"[{""scheme"": ""psp"", ""identifier"": ""1216""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1216""}]"
psp:person:1217,Miluše Fischerová,Miluše,Fischerová,1922-03-24,,female,"[{""scheme"": ""psp"", ""identifier"": ""1217""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1217""}]"
psp:person:1218,Jiří Fleyberk,Jiří,Fleyberk,1920-08-07,,male,"[{""scheme"": ""psp"", ""identifier"": ""1218""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1218""}]"
psp:person:1219,Jan Flídr,Jan,Flídr,1951-10-14,,male,"[{""scheme"": ""psp"", ""identifier"": ""1219""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1219""}]"
psp:person:1220,Marie Flídrová,Marie,Flídrová,1949-07-24,,female,"[{""scheme"": ""psp"", ""identifier"": ""1220""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1220""}]"
psp:person:1221,Jiří Flieger,Jiří,Flieger,1932-03-20,,male,"[{""scheme"": ""psp"", ""identifier"": ""1221""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1221""}]"
psp:person:1222,Josef Flodrman,Josef,Flodrman,1927-11-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""1222""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1222""}]"
psp:person:1223,Pavel Florek,Pavel,Florek,1895-03-25,,male,"[{""scheme"": ""psp"", ""identifier"": ""1223""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1223""}]"
psp:person:1224,Miroslav Florian,Miroslav,Florian,1931-05-10,,male,"[{""scheme"": ""psp"", ""identifier"": ""1224""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1224""}]"
psp:person:1225,Stanislav Florián,Stanislav,Florián,1932-11-12,,male,"[{""scheme"": ""psp"", ""identifier"": ""1225""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1225""}]"
psp:person:1226,Helena Flösslerová,Helena,Flösslerová,1935-11-11,,female,"[{""scheme"": ""psp"", ""identifier"": ""1226""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1226""}]"
psp:person:1228,Jozef Fogel,Jozef,Fogel,1923-01-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""1228""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1228""}]"
psp:person:1229,Jan Fojtík,Jan,Fojtík,1928-03-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""1229""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1229""}]"
psp:person:1230,Vladimír Fojtík,Vladimír,Fojtík,1960-09-29,,male,"[{""scheme"": ""psp"", ""identifier"": ""1230""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1230""}]"
psp:person:1231,József Földessy,József,Földessy,1886-08-10,,male,"[{""scheme"": ""psp"", ""identifier"": ""1231""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1231""}]"
psp:person:1232,Alois Foltýn,Alois,Foltýn,1922-06-02,,male,"[{""scheme"": ""psp"", ""identifier"": ""1232""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1232""}]"
psp:person:1233,Ivan Foltýn,Ivan,Foltýn,1944-08-04,,male,"[{""scheme"": ""psp"", ""identifier"": ""1233""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1233""}]"
psp:person:1234,Karel Foniok,Karel,Foniok,1955-03-15,,male,"[{""scheme"": ""psp"", ""identifier"": ""1234""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1234""}]"
psp:person:1235,Libuše Foretová,Libuše,Foretová,1926-06-27,,female,"[{""scheme"": ""psp"", ""identifier"": ""1235""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1235""}]"
psp:person:1236,Melichar Formánek,Melichar,Formánek,1919-12-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""1236""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=1236""}]"
